spawn,agression,min_gap,Run,Data Collector,Final_Cars_in_lane,Final_avg_speed,Total_Avg_speed,Total_Cars_in_lane,Variance_car,Variance_speed
0.33623046874999996,0.27734375,0.64501953125,613,<mesa.datacollection.DataCollector object at 0x7f1cfa5421d0>,98,101.23276323565389,100.21358647068638,62,449,3.480495890758758
0.33623046874999996,0.82421875,2.27099609375,614,<mesa.datacollection.DataCollector object at 0x7f1cfade59b0>,103,104.23758230507015,101.2527623363526,63,602,3.4034367358248674
0.33623046874999996,0.82421875,0.64501953125,615,<mesa.datacollection.DataCollector object at 0x7f1cfb779ac8>,96,108.55135489736442,108.57003973457999,59,377,1.2733331662573106
0.36630859374999997,0.67734375,4.52099609375,616,<mesa.datacollection.DataCollector object at 0x7f1cfad8c7f0>,87,72.86795041367141,69.8029315448659,55,335,6.768843379065125
0.68623046875,0.67734375,4.52099609375,617,<mesa.datacollection.DataCollector object at 0x7f1cfa14ef60>,89,74.56897013121507,68.71950106707708,59,333,10.871224138263223
0.36630859374999997,0.42421875,4.52099609375,618,<mesa.datacollection.DataCollector object at 0x7f1cfb06a668>,73,78.06726058111045,72.30135316767065,48,239,12.804285011918774
0.36630859374999997,0.67734375,2.89501953125,619,<mesa.datacollection.DataCollector object at 0x7f1cfa67e710>,91,94.908560291784,95.94662040802952,54,379,8.407467555066892
0.36630859374999997,0.42421875,2.89501953125,620,<mesa.datacollection.DataCollector object at 0x7f1cfa9a8550>,93,85.39161218248977,82.03388120135611,57,399,24.129387362722596
0.68623046875,0.67734375,2.89501953125,621,<mesa.datacollection.DataCollector object at 0x7f1cfab28ba8>,122,80.07033303772641,79.16254299267943,75,753,4.817833842701574
0.68623046875,0.42421875,4.52099609375,622,<mesa.datacollection.DataCollector object at 0x7f1cfb5d2198>,86,65.89023585157237,60.16028941342347,57,326,8.274091725252925
0.68623046875,0.42421875,2.89501953125,623,<mesa.datacollection.DataCollector object at 0x7f1cfb3d6dd8>,118,72.9597823616742,72.03958299969362,73,609,9.052599153063877
0.34443359375,0.25234375,0.72412109375,624,<mesa.datacollection.DataCollector object at 0x7f1cfa2ff278>,109,96.79128059377568,97.53969638960251,64,626,11.951187128037578
0.62060546875,0.25234375,0.72412109375,625,<mesa.datacollection.DataCollector object at 0x7f1cfa542ac8>,155,92.85150381571955,91.68203418906198,94,1426,5.1202135397952135
0.34443359375,0.59921875,0.72412109375,626,<mesa.datacollection.DataCollector object at 0x7f1cfa14efd0>,99,103.74536802439117,103.68957769231663,56,509,0.675107867871769
0.34443359375,0.25234375,1.62939453125,627,<mesa.datacollection.DataCollector object at 0x7f1cfade5a90>,93,96.59410320563984,96.60068950978548,54,469,8.065528975664687
0.34443359375,0.59921875,1.62939453125,628,<mesa.datacollection.DataCollector object at 0x7f1cfb640588>,103,100.52283552108729,99.73849943930091,64,627,1.9871509813681307
0.62060546875,0.25234375,1.62939453125,629,<mesa.datacollection.DataCollector object at 0x7f1cfb97b400>,142,81.61527357179759,80.55241070147123,88,1011,8.098274883730141
0.62060546875,0.59921875,0.72412109375,630,<mesa.datacollection.DataCollector object at 0x7f1cfb88f278>,177,99.93610131613632,98.12460135325196,104,1749,5.20370625135558
0.62060546875,0.59921875,1.62939453125,631,<mesa.datacollection.DataCollector object at 0x7f1cfb779fd0>,139,93.9548820430625,94.30730920449656,84,990,2.779371143405952
0.6944335937499999,0.65234375,2.97412109375,632,<mesa.datacollection.DataCollector object at 0x7f1cfa14e898>,118,76.46382960049027,76.1023439409875,73,714,2.8899129704864617
0.9706054687499999,0.65234375,2.97412109375,633,<mesa.datacollection.DataCollector object at 0x7f1cfa542898>,125,74.69192578657079,70.5118220815309,79,684,11.313003343002402
0.6944335937499999,0.19921875,2.97412109375,634,<mesa.datacollection.DataCollector object at 0x7f1cfa2ffd68>,109,68.6546838339192,63.1028103424455,71,516,10.2873605128839
0.6944335937499999,0.65234375,3.87939453125,635,<mesa.datacollection.DataCollector object at 0x7f1cfb9cf080>,103,71.09162842834695,68.20546753219038,67,443,10.890526969865023
0.6944335937499999,0.19921875,3.87939453125,636,<mesa.datacollection.DataCollector object at 0x7f1cfb3d6240>,97,63.84341452020591,61.27724003125184,63,400,5.1005631865746635
0.9706054687499999,0.65234375,3.87939453125,637,<mesa.datacollection.DataCollector object at 0x7f1cfb5d2d30>,102,67.06741478129234,64.8179915850924,66,438,9.232679056200876
0.9706054687499999,0.19921875,2.97412109375,638,<mesa.datacollection.DataCollector object at 0x7f1cfab289e8>,115,71.17710561637921,66.00313215971727,74,590,17.16063625510991
0.9706054687499999,0.19921875,3.87939453125,639,<mesa.datacollection.DataCollector object at 0x7f1cfa9a8438>,100,66.6236761863235,62.5575106981979,64,415,6.331459497571313
0.45380859375,0.17734375000000002,2.83349609375,640,<mesa.datacollection.DataCollector object at 0x7f1cfa14eac8>,98,77.88764812516986,81.42734227057406,57,519,7.288688626588868
0.77373046875,0.17734375000000002,2.83349609375,641,<mesa.datacollection.DataCollector object at 0x7f1cfad8ce80>,113,71.38498684423365,67.48561752664091,73,544,10.244650501903147
0.45380859375,0.32421875,2.83349609375,642,<mesa.datacollection.DataCollector object at 0x7f1cfb779978>,103,79.18825542456538,80.32580620772484,64,499,6.040053229837043
0.45380859375,0.17734375000000002,4.58251953125,643,<mesa.datacollection.DataCollector object at 0x7f1cfb5e9a58>,83,66.1306518707157,64.5043918880018,52,298,4.02791721784107
0.45380859375,0.32421875,4.58251953125,644,<mesa.datacollection.DataCollector object at 0x7f1cfad8c128>,83,69.91101433520416,67.24753037434348,53,342,5.4373359440492095
0.77373046875,0.17734375000000002,4.58251953125,645,<mesa.datacollection.DataCollector object at 0x7f1cfa14e5c0>,88,60.03432413960117,56.82189076442698,58,310,4.137430745243913
0.77373046875,0.32421875,2.83349609375,646,<mesa.datacollection.DataCollector object at 0x7f1cfa67e780>,116,73.1903758378877,70.34519697292382,73,611,8.98675754495477
0.77373046875,0.32421875,4.58251953125,647,<mesa.datacollection.DataCollector object at 0x7f1cfa2ff080>,89,68.56924578111911,64.1572976903947,58,308,13.948408057503752
0.8038085937499999,0.57734375,0.58349609375,648,<mesa.datacollection.DataCollector object at 0x7f1cfab28cc0>,218,97.83131642383823,95.65257785761776,130,2714,7.79140766616199
0.42373046875,0.57734375,0.58349609375,649,<mesa.datacollection.DataCollector object at 0x7f1cfbb48fd0>,125,102.90654058578227,102.19986004012141,79,801,2.1837205344184594
0.8038085937499999,0.72421875,0.58349609375,650,<mesa.datacollection.DataCollector object at 0x7f1cfb9cfef0>,223,102.48074356625706,101.02312088337787,133,2869,3.0873629975494747
0.8038085937499999,0.57734375,2.33251953125,651,<mesa.datacollection.DataCollector object at 0x7f1cfade5ac8>,143,75.39175400366427,73.43955956568341,90,989,1.3866086086183278
0.8038085937499999,0.72421875,2.33251953125,652,<mesa.datacollection.DataCollector object at 0x7f1cfa67e400>,142,83.76047038201396,79.27246998234064,91,966,4.90247945814944
0.42373046875,0.57734375,2.33251953125,653,<mesa.datacollection.DataCollector object at 0x7f1cfb06a470>,106,92.82543892045798,87.64037022953073,67,624,6.62865336579603
0.42373046875,0.72421875,0.58349609375,654,<mesa.datacollection.DataCollector object at 0x7f1cfbb76828>,116,104.79104525444524,105.24305579321467,65,745,0.9264554925098285
0.42373046875,0.72421875,2.33251953125,655,<mesa.datacollection.DataCollector object at 0x7f1cfbd71780>,113,95.28040040477467,93.1949085759665,69,547,37.06153496949828
0.97880859375,0.37734375,3.95849609375,656,<mesa.datacollection.DataCollector object at 0x7f1cfbc34be0>,99,69.3121031264085,63.38506313900036,65,414,14.010327693387632
0.94873046875,0.37734375,3.95849609375,657,<mesa.datacollection.DataCollector object at 0x7f1cfad8ca90>,101,69.64787217652183,64.28134213758022,66,437,11.216914969541069
0.97880859375,0.5242187500000001,3.95849609375,658,<mesa.datacollection.DataCollector object at 0x7f1cfa14e0b8>,103,66.5675611325336,61.44441547905274,66,424,15.651305917063164
0.97880859375,0.37734375,1.20751953125,659,<mesa.datacollection.DataCollector object at 0x7f1cfa2ff3c8>,192,76.70964282958349,73.4544308866127,119,1754,6.929234335629459
0.97880859375,0.5242187500000001,1.20751953125,660,<mesa.datacollection.DataCollector object at 0x7f1cfba91630>,202,84.00802992351674,82.30989143968753,124,2155,1.5644097101149907
0.94873046875,0.37734375,1.20751953125,661,<mesa.datacollection.DataCollector object at 0x7f1cfbd51358>,183,80.7777303601323,80.95975744696192,112,1679,1.5240697634922773
0.94873046875,0.5242187500000001,3.95849609375,662,<mesa.datacollection.DataCollector object at 0x7f1cfbb48780>,101,69.40357184975088,64.00043256189164,65,433,13.144715492740918
0.94873046875,0.5242187500000001,1.20751953125,663,<mesa.datacollection.DataCollector object at 0x7f1cfa542a20>,196,86.24290711804687,82.46765794059911,119,1906,8.157532775389384
0.62880859375,0.77734375,1.70849609375,664,<mesa.datacollection.DataCollector object at 0x7f1cfba91a20>,172,93.76717901518931,93.81867044948059,104,1456,3.6949567698415775
0.5987304687499999,0.77734375,1.70849609375,665,<mesa.datacollection.DataCollector object at 0x7f1cfbb76b00>,137,101.12062417152447,97.46190072859851,85,906,14.766433312452655
0.62880859375,0.12421875,1.70849609375,666,<mesa.datacollection.DataCollector object at 0x7f1cfad8cb00>,132,77.24046976776378,77.68259249758935,77,990,6.046145306675794
0.62880859375,0.77734375,3.45751953125,667,<mesa.datacollection.DataCollector object at 0x7f1cfbefaeb8>,112,77.71912097692415,74.27541151390949,71,553,7.344445048266157
0.62880859375,0.12421875,3.45751953125,668,<mesa.datacollection.DataCollector object at 0x7f1cfbf489e8>,100,66.38112487221257,64.3798172676289,63,453,6.628777422496905
0.5987304687499999,0.77734375,3.45751953125,669,<mesa.datacollection.DataCollector object at 0x7f1cfbefa668>,111,76.31241851536609,74.26607505616242,70,593,2.2288555628824547
0.5987304687499999,0.12421875,1.70849609375,670,<mesa.datacollection.DataCollector object at 0x7f1d0029b198>,127,82.47270545706003,82.88124714217093,80,821,6.212698970982972
0.5987304687499999,0.12421875,3.45751953125,671,<mesa.datacollection.DataCollector object at 0x7f1cfad8c978>,96,73.31755198417524,66.89853158286319,62,440,15.131870656971648
0.54130859375,0.47734375000000007,1.14599609375,672,<mesa.datacollection.DataCollector object at 0x7f1cfa0fb550>,156,92.95600047948828,93.92978815973864,90,1334,2.4904141495541507
0.51123046875,0.47734375000000007,1.14599609375,673,<mesa.datacollection.DataCollector object at 0x7f1cfb628c50>,131,95.93282623779352,98.341387497591,70,1001,6.388688188850582
0.54130859375,0.22421875000000002,1.14599609375,674,<mesa.datacollection.DataCollector object at 0x7f1cfba91e10>,138,93.9041537051618,86.3846987101222,91,771,25.679986905501735
0.54130859375,0.47734375000000007,4.02001953125,675,<mesa.datacollection.DataCollector object at 0x7f1cfa67e940>,94,73.92622060481841,71.65251326543157,59,408,3.7874069267517076
0.54130859375,0.22421875000000002,4.02001953125,676,<mesa.datacollection.DataCollector object at 0x7f1cfa2ff470>,91,70.2059548545554,64.58341261304425,59,343,16.378278829178726
0.51123046875,0.47734375000000007,4.02001953125,677,<mesa.datacollection.DataCollector object at 0x7f1cfbb76908>,92,75.83047251356871,74.05593361392138,57,394,4.285522574538789
0.51123046875,0.22421875000000002,1.14599609375,678,<mesa.datacollection.DataCollector object at 0x7f1cfb06a048>,141,90.73733841289005,88.59315278756789,84,963,12.69643403137523
0.51123046875,0.22421875000000002,4.02001953125,679,<mesa.datacollection.DataCollector object at 0x7f1cfb97b2b0>,91,67.12134643959456,64.49755273052295,59,341,7.793089191269696
0.89130859375,0.87734375,3.39599609375,680,<mesa.datacollection.DataCollector object at 0x7f1d0029b748>,110,82.88591064688195,78.40958218885085,71,535,13.07255726942879
0.8612304687499999,0.87734375,3.39599609375,681,<mesa.datacollection.DataCollector object at 0x7f1d00068dd8>,111,81.91105853449335,78.99834707248895,71,542,10.408798655380927
0.89130859375,0.62421875,3.39599609375,682,<mesa.datacollection.DataCollector object at 0x7f1cfa542710>,113,71.8304284962079,69.00134298662148,72,524,11.90337581058341
0.89130859375,0.87734375,1.77001953125,683,<mesa.datacollection.DataCollector object at 0x7f1d0029b9e8>,182,90.27688133594397,86.91937832809195,113,1724,5.996016237518485
0.89130859375,0.62421875,1.77001953125,684,<mesa.datacollection.DataCollector object at 0x7f1cfbd510f0>,171,81.61152792580529,78.823320509722,107,1393,8.723838658553428
0.8612304687499999,0.87734375,1.77001953125,685,<mesa.datacollection.DataCollector object at 0x7f1cfa2ffe48>,183,92.56465734604289,89.9079417678382,112,1663,5.6208814759135866
0.8612304687499999,0.62421875,3.39599609375,686,<mesa.datacollection.DataCollector object at 0x7f1d000bedd8>,114,74.4731045469202,68.5035567698615,73,555,16.090593545486463
0.8612304687499999,0.62421875,1.77001953125,687,<mesa.datacollection.DataCollector object at 0x7f1d001294e0>,166,82.21641930833397,83.79978352179623,103,1439,1.1123408478247576
0.71630859375,0.27734375,2.27099609375,688,<mesa.datacollection.DataCollector object at 0x7f1d001292e8>,131,74.59297817030695,73.3140098308894,80,850,2.206094941690975
0.33623046874999996,0.27734375,2.27099609375,689,<mesa.datacollection.DataCollector object at 0x7f1d00053f60>,99,89.98335063929464,91.94753085386306,57,575,6.92112030937706
0.71630859375,0.82421875,2.27099609375,690,<mesa.datacollection.DataCollector object at 0x7f1cfa9a8630>,146,89.37775564767655,85.92757013331484,92,995,4.228749578848573
0.71630859375,0.27734375,0.64501953125,691,<mesa.datacollection.DataCollector object at 0x7f1cfa2ff390>,183,95.88475029296924,93.17972303494363,111,1730,3.344659610104989
0.71630859375,0.82421875,0.64501953125,692,<mesa.datacollection.DataCollector object at 0x7f1cfbb48a90>,208,105.67819840961985,104.51535454253994,132,1866,2.934659047068406
0.33623046874999996,0.27734375,0.64501953125,693,<mesa.datacollection.DataCollector object at 0x7f1d0026fb38>,80,101.36533869216822,100.27527259230939,50,301,3.822456685780651
0.33623046874999996,0.82421875,2.27099609375,694,<mesa.datacollection.DataCollector object at 0x7f1d00a845f8>,109,101.10911942544091,99.22049787877208,68,567,13.141860526675721
0.33623046874999996,0.82421875,0.64501953125,695,<mesa.datacollection.DataCollector object at 0x7f1d0029b0b8>,93,109.29353170348952,108.05196105081195,59,420,2.6838859062992175
0.36630859374999997,0.67734375,4.52099609375,696,<mesa.datacollection.DataCollector object at 0x7f1d0026f320>,79,80.96707809161131,77.56156067396363,49,292,19.768004572005204
0.68623046875,0.67734375,4.52099609375,697,<mesa.datacollection.DataCollector object at 0x7f1cfa14e668>,92,68.78478162195431,65.9650061287401,59,341,12.686759609504188
0.36630859374999997,0.42421875,4.52099609375,698,<mesa.datacollection.DataCollector object at 0x7f1cfbd51080>,78,73.38320402888061,72.69515775142088,49,317,12.73216023176283
0.36630859374999997,0.67734375,2.89501953125,699,<mesa.datacollection.DataCollector object at 0x7f1cfb06a390>,104,90.21789395196703,87.13290435529761,64,506,13.92478945777327
0.36630859374999997,0.42421875,2.89501953125,700,<mesa.datacollection.DataCollector object at 0x7f1cfa2ffcf8>,95,87.33021668541149,86.23546417342284,59,493,2.8507312973907117
0.68623046875,0.67734375,2.89501953125,701,<mesa.datacollection.DataCollector object at 0x7f1cfade5978>,122,79.51255184119685,77.47285659552364,76,759,1.9322241369454745
0.68623046875,0.42421875,4.52099609375,702,<mesa.datacollection.DataCollector object at 0x7f1cfbb766a0>,90,68.52491671182231,64.84910042252389,58,333,10.563787185422575
