,Avg_speed,Lane_speeds,Cars_in_lane
605,80.50272373540855,"[82.02644628099173, 83.46153846153847, 54.05294117647059]","[363, 117, 34]"
606,80.68194174757282,"[82.6, 82.41322314049587, 54.21176470588235]","[360, 121, 34]"
607,80.90581395348838,"[83.34670487106017, 82.55395683453239, 42.300000000000004]","[349, 139, 28]"
608,81.3063829787234,"[82.97337110481587, 84.2058394160584, 44.800000000000004]","[353, 137, 27]"
609,81.12832369942197,"[83.7854748603352, 81.41538461538462, 49.23870967741936]","[358, 130, 31]"
610,81.00693641618497,"[82.66000000000001, 83.66511627906976, 49.74]","[360, 129, 30]"
611,81.24529750479847,"[83.54380165289255, 83.66456692913385, 44.41935483870967]","[363, 127, 31]"
612,80.74779270633398,"[83.65210084033615, 82.1820895522388, 39.78]","[357, 134, 30]"
613,80.89289827255278,"[83.74378378378378, 82.0413223140496, 41.1]","[370, 121, 30]"
614,80.91724137931035,"[83.90026809651475, 80.655, 43.63448275862069]","[373, 120, 29]"
615,81.1548757170172,"[83.77229916897507, 81.23478260869565, 41.324999999999996]","[361, 138, 24]"
616,80.92786259541985,"[83.21951219512195, 83.00160000000001, 44.1]","[369, 125, 30]"
617,81.0102466793169,"[83.93709677419355, 82.21935483870968, 41.0516129032258]","[372, 124, 31]"
618,81.18444022770399,"[83.87513513513514, 81.39248120300752, 38.550000000000004]","[370, 133, 24]"
619,81.2527514231499,"[83.79395604395604, 82.22608695652174, 38.88]","[364, 138, 25]"
620,81.36818181818182,"[83.53569482288829, 82.49558823529412, 43.416000000000004]","[367, 136, 25]"
621,81.3667924528302,"[84.77897727272727, 79.452, 48.728571428571435]","[352, 150, 28]"
622,81.6079245283019,"[83.84438502673797, 83.13119999999999, 48.483870967741936]","[374, 125, 31]"
623,81.51283018867926,"[83.00422163588391, 85.7376, 39.46153846153846]","[379, 125, 26]"
624,81.95075187969925,"[83.38846153846154, 85.52499999999999, 38.7]","[364, 144, 24]"
625,82.0266416510319,"[84.09756097560977, 84.11386861313868, 43.13333333333333]","[369, 137, 27]"
626,81.7685393258427,"[83.46469002695419, 83.925, 47.6]","[371, 136, 27]"
627,81.7973831775701,"[83.82648648648649, 83.49022556390977, 51.300000000000004]","[370, 133, 32]"
628,81.9,"[83.74736842105264, 84.6595041322314, 52.30285714285714]","[380, 121, 35]"
629,81.26145251396647,"[83.27745358090186, 83.04545454545455, 45.707142857142856]","[377, 132, 28]"
630,81.04014869888476,"[84.05669291338583, 80.4528, 47.41875]","[381, 125, 32]"
631,80.86641929499073,"[83.92978723404255, 81.7279411764706, 33.86666666666667]","[376, 136, 27]"
632,81.23710575139147,"[83.45983827493262, 83.45693430656934, 44.825806451612905]","[371, 137, 31]"
633,80.96660482374769,"[83.36310160427807, 81.56978417266187, 43.269230769230774]","[374, 139, 26]"
634,81.14972273567467,"[83.75579514824797, 82.15714285714286, 44.22]","[371, 140, 30]"
635,81.19926199261992,"[83.39516129032258, 83.31063829787234, 42.76551724137931]","[372, 141, 29]"
636,81.59449541284404,"[84.01935483870969, 83.24347826086957, 49.32]","[372, 138, 35]"
637,81.2245871559633,"[84.05604395604395, 83.725, 43.637837837837836]","[364, 144, 37]"
638,80.88770642201835,"[84.09482288828339, 81.44697986577182, 37.42758620689655]","[367, 149, 29]"
639,81.34223034734919,"[83.87708894878708, 82.116, 40.70769230769231]","[371, 150, 26]"
640,81.3448905109489,"[83.17619047619048, 84.4948905109489, 47.290909090909096]","[378, 137, 33]"
641,81.4090909090909,"[82.96363636363637, 86.4412213740458, 44.417647058823526]","[385, 131, 34]"
642,81.36981818181818,"[84.06892950391645, 81.74890510948906, 45.18000000000001]","[383, 137, 30]"
643,81.1437386569873,"[83.18267716535433, 84.27857142857142, 40.62]","[381, 140, 30]"
644,81.40434782608696,"[83.93045822102427, 83.68767123287671, 45.10285714285715]","[371, 146, 35]"
645,81.428880866426,"[83.44182305630028, 84.56197183098591, 50.76923076923077]","[373, 142, 39]"
646,81.54162162162162,"[83.49336734693877, 84.48837209302326, 47.858823529411765]","[392, 129, 34]"
647,81.40791366906475,"[84.65196850393701, 80.57571428571428, 49.42285714285714]","[381, 140, 35]"
648,81.34640287769784,"[84.11162790697674, 83.06511627906977, 49.050000000000004]","[387, 129, 40]"
649,81.28489208633093,"[83.925, 83.21917808219179, 43.78235294117647]","[376, 146, 34]"
650,81.49677419354839,"[84.2496, 82.0026845637584, 48.917647058823526]","[375, 149, 34]"
651,81.33548387096774,"[83.88376963350785, 82.63521126760564, 47.2764705882353]","[382, 142, 34]"
652,81.32200357781754,"[84.6688524590164, 82.62911392405064, 40.42285714285714]","[366, 158, 35]"
653,81.37219251336899,"[84.8784, 81.99060402684565, 43.34594594594595]","[375, 149, 37]"
654,81.23019538188278,"[85.43776595744681, 81.51971830985916, 45.160000000000004]","[376, 142, 45]"
655,81.13747779751333,"[85.33244680851064, 79.17631578947369, 44.588571428571434]","[376, 152, 35]"
656,81.0,"[84.13488372093023, 82.70666666666668, 45.79024390243902]","[387, 135, 41]"
657,81.25851063829788,"[84.54360313315927, 82.63521126760564, 43.98461538461538]","[383, 142, 39]"
658,80.93321554770318,"[84.0401028277635, 82.18723404255319, 42.449999999999996]","[389, 141, 36]"
659,80.82539682539682,"[85.25540897097625, 79.23576158940398, 41.93513513513514]","[379, 151, 37]"
660,80.53650793650795,"[84.13488372093023, 81.13378378378378, 34.25625]","[387, 148, 32]"
661,80.63174603174603,"[83.96658227848103, 80.20588235294119, 45.65]","[395, 136, 36]"
662,80.47486818980668,"[83.55886889460155, 80.78896551724138, 44.89714285714286]","[389, 145, 35]"
663,80.76357267950964,"[84.0340206185567, 81.26756756756757, 42.377142857142864]","[388, 148, 35]"
664,80.82062937062938,"[83.79437340153453, 83.28979591836735, 35.94705882352941]","[391, 147, 34]"
665,80.76083916083917,"[83.26735218508998, 83.25, 46.56923076923077]","[389, 144, 39]"
666,80.7675392670157,"[84.1812834224599, 81.495, 45.04615384615385]","[374, 160, 39]"
667,80.51080139372822,"[84.084375, 81.88815789473685, 38.88947368421053]","[384, 152, 38]"
668,80.70209059233449,"[83.8734375, 82.98701298701299, 37.1]","[384, 154, 36]"
669,80.9968695652174,"[83.82923076923078, 83.23489932885906, 41.050000000000004]","[390, 149, 36]"
670,80.8,"[83.59398496240601, 81.63453237410073, 48.410526315789475]","[399, 139, 38]"
671,80.934375,"[84.57223650385605, 79.92739726027398, 50.00487804878049]","[389, 146, 41]"
672,80.60625,"[83.4258883248731, 83.63571428571429, 44.05714285714286]","[394, 140, 42]"
673,80.071875,"[83.15, 81.61276595744681, 43.246153846153845]","[396, 141, 39]"
674,79.94375,"[83.7, 81.02553191489362, 29.563636363636366]","[402, 141, 33]"
675,80.2575389948007,"[83.44221105527637, 81.0125, 40.93714285714286]","[398, 144, 35]"
676,80.17162629757786,"[82.58004987531172, 82.93846153846155, 40.12941176470588]","[401, 143, 34]"
677,79.88082901554404,"[83.05778894472363, 80.86250000000001, 41.88648648648649]","[398, 144, 37]"
678,79.86839378238342,"[83.03576826196473, 81.07397260273973, 40.050000000000004]","[397, 146, 36]"
679,79.87461139896374,"[83.24000000000001, 82.36642335766423, 33.81081081081081]","[405, 137, 37]"
680,79.89948186528497,"[84.40050377833754, 80.30571428571429, 36.0]","[397, 140, 42]"
681,79.98341968911917,"[83.67704081632654, 82.1205298013245, 30.8]","[392, 151, 36]"
682,80.31413793103448,"[82.90428211586901, 84.58767123287672, 35.65945945945946]","[397, 146, 37]"
683,80.38241379310345,"[83.08854961832061, 83.664, 38.33513513513514]","[393, 150, 37]"
684,80.74551724137932,"[83.96575682382134, 83.66029411764706, 39.42439024390244]","[403, 136, 41]"
685,80.67779690189329,"[84.93606138107417, 81.07448275862069, 42.400000000000006]","[391, 145, 45]"
686,80.51134020618557,"[84.06818181818181, 84.0625, 34.8]","[396, 144, 42]"
687,80.1958762886598,"[84.43341902313624, 82.35302013422819, 35.42727272727273]","[389, 149, 44]"
688,80.46586620926243,"[83.60444444444445, 84.65179856115108, 32.95384615384615]","[405, 139, 39]"
689,80.81815068493151,"[84.04650000000001, 84.58758620689655, 33.69230769230769]","[400, 145, 39]"
690,80.81198630136987,"[84.37727272727273, 82.75263157894737, 33.400000000000006]","[396, 152, 36]"
691,81.1259385665529,"[85.0287841191067, 82.01793103448276, 36.33157894736843]","[403, 145, 38]"
692,81.62862010221465,"[85.35369458128079, 84.2097902097902, 32.11578947368421]","[406, 143, 38]"
693,81.20780984719863,"[85.09578163771712, 83.41224489795918, 32.723076923076924]","[403, 147, 39]"
694,81.0641765704584,"[84.64477611940298, 83.22913907284769, 32.0]","[402, 151, 36]"
695,81.3881154499151,"[84.5429268292683, 85.38904109589042, 24.490909090909092]","[410, 146, 33]"
696,81.73039049235994,"[84.76204379562044, 86.01702127659576, 31.71891891891892]","[411, 141, 37]"
697,82.16434634974533,"[85.47339901477832, 86.02758620689656, 32.06842105263158]","[406, 145, 38]"
698,81.96570458404075,"[86.1409429280397, 84.01224489795919, 31.107692307692307]","[403, 147, 39]"
699,81.66010186757217,"[85.13823529411765, 85.9726618705036, 33.6]","[408, 139, 42]"
700,81.54305084745764,"[85.99701492537314, 83.3108108108108, 30.240000000000002]","[402, 148, 40]"
701,81.45685279187818,"[85.8, 83.37986577181208, 34.49302325581395]","[399, 149, 43]"
702,81.56458684654301,"[86.12030075187971, 82.09411764705882, 35.25365853658537]","[399, 153, 41]"
703,81.50691399662732,"[85.878, 83.48571428571428, 37.17391304347826]","[400, 147, 46]"
704,81.64436974789916,"[85.8927680798005, 83.3341935483871, 31.246153846153845]","[401, 155, 39]"
705,81.49530201342282,"[85.78808933002482, 82.32000000000001, 38.38604651162791]","[403, 150, 43]"
706,81.55083612040134,"[85.92815533980583, 82.44, 39.63913043478261]","[412, 140, 46]"
707,81.678,"[86.4044226044226, 83.19183673469388, 35.02173913043478]","[407, 147, 46]"
708,81.414,"[85.992118226601, 83.27432432432433, 35.02173913043478]","[406, 148, 46]"
709,81.34500000000001,"[86.69558823529412, 81.70489510489512, 35.74285714285715]","[408, 143, 49]"
710,81.62296173044925,"[86.02058823529411, 84.02837837837839, 33.84]","[408, 148, 45]"
711,80.9251247920133,"[84.73235294117647, 83.90131578947368, 32.00487804878049]","[408, 152, 41]"
712,81.17071547420966,"[85.45777777777778, 84.48079470198677, 31.479999999999997]","[405, 151, 45]"
713,81.12238805970149,"[85.40193704600485, 83.3917808219178, 33.42272727272727]","[413, 146, 44]"
714,81.25884297520662,"[86.06417910447762, 82.64999999999999, 35.54042553191489]","[402, 156, 47]"
715,81.02673267326732,"[85.44498777506112, 84.19591836734695, 35.568000000000005]","[409, 147, 50]"
716,81.13891625615763,"[85.997542997543, 81.97974683544304, 33.17727272727273]","[407, 158, 44]"
717,80.728078817734,"[84.8450495049505, 82.71111111111112, 34.57674418604651]","[404, 162, 43]"
718,80.66655737704919,"[83.94029126213591, 84.84, 39.525]","[412, 150, 48]"
719,80.48529411764706,"[83.57203791469195, 84.82978723404256, 41.4]","[422, 141, 49]"
720,80.68631921824105,"[84.32038834951456, 83.58461538461539, 38.30869565217392]","[412, 156, 46]"
721,80.46351791530945,"[85.02654028436018, 83.12275862068965, 31.289361702127664]","[422, 145, 47]"
722,80.51335504885994,"[84.50616113744076, 86.27586206896552, 26.885106382978723]","[422, 145, 47]"
723,80.49951219512195,"[84.48196721311476, 84.56197183098591, 30.991304347826084]","[427, 142, 46]"
724,80.38051948051948,"[85.0061757719715, 83.6225165562914, 24.995454545454546]","[421, 151, 44]"
725,80.39999999999999,"[84.95319148936171, 82.66711409395973, 31.18695652173913]","[423, 149, 46]"
726,80.24806451612903,"[84.38194774346793, 84.551677852349, 32.616]","[421, 149, 50]"
727,80.07387096774194,"[85.36642335766425, 80.71463414634147, 29.4]","[411, 164, 45]"
728,80.05935483870968,"[85.06285714285715, 82.07763157894738, 29.887500000000003]","[420, 152, 48]"
729,79.93741935483871,"[84.3696682464455, 83.27368421052631, 28.252173913043478]","[422, 152, 46]"
730,79.62898550724637,"[84.46650717703349, 83.71719745222931, 21.717391304347828]","[418, 157, 46]"
731,79.66956521739131,"[84.85961538461538, 81.6607594936709, 27.038297872340426]","[416, 158, 47]"
732,79.7903536977492,"[85.4067469879518, 80.16149068322981, 27.821739130434786]","[415, 161, 46]"
733,79.89519230769231,"[85.33443396226414, 81.624, 28.584000000000003]","[424, 150, 50]"
734,79.56864,"[85.13956834532374, 81.04556962025316, 28.44]","[417, 158, 50]"
735,79.87284345047924,"[85.05424528301887, 81.636, 32.53846153846154]","[424, 150, 52]"
736,80.03253588516746,"[85.35963302752293, 81.9841726618705, 30.150000000000002]","[436, 139, 52]"
737,79.48375796178344,"[84.36282352941177, 82.45882352941176, 28.907999999999998]","[425, 153, 50]"
738,79.50095541401275,"[84.84871194379392, 81.01184210526316, 28.212244897959184]","[427, 152, 49]"
739,79.15414012738854,"[83.94279069767443, 83.7, 19.369565217391305]","[430, 152, 46]"
740,79.02,"[84.2860465116279, 80.76075949367089, 18.55714285714286]","[430, 158, 42]"
741,78.87480190174327,"[84.44366197183099, 79.92670807453416, 21.10909090909091]","[426, 161, 44]"
742,78.61521394611728,"[84.35664335664336, 79.54838709677419, 23.131914893617022]","[429, 155, 47]"
743,78.39810426540285,"[83.91369863013699, 79.65616438356165, 25.346938775510203]","[438, 146, 49]"
744,78.78483412322275,"[83.63076923076923, 81.3103448275862, 24.26086956521739]","[442, 145, 46]"
745,79.04384858044163,"[84.52568807339449, 79.86193548387097, 20.511627906976745]","[436, 155, 43]"
746,79.12924528301888,"[84.3221198156682, 80.9656050955414, 22.64]","[434, 157, 45]"
747,79.21974921630094,"[83.59591836734694, 83.688, 23.897872340425533]","[441, 150, 47]"
748,79.0448275862069,"[83.85785876993167, 82.3771812080537, 26.856]","[439, 149, 50]"
749,79.0730407523511,"[84.64090909090909, 81.17142857142858, 24.988235294117647]","[440, 147, 51]"
750,78.90422535211269,"[83.59004524886879, 82.52027027027027, 25.714285714285715]","[442, 148, 49]"
751,78.8,"[83.17551020408163, 82.704, 26.4]","[441, 150, 48]"
752,78.33364485981309,"[82.90022271714923, 80.65657894736842, 19.71219512195122]","[449, 152, 41]"
753,78.40093457943925,"[82.83584070796459, 82.2965034965035, 23.897872340425533]","[452, 143, 47]"
754,78.47888198757764,"[82.7958904109589, 81.69056603773585, 27.382978723404257]","[438, 159, 47]"
755,78.48837209302326,"[83.07945205479453, 81.15460122699386, 22.90909090909091]","[438, 163, 44]"
756,78.55455950540959,"[83.33227990970654, 81.64285714285714, 26.712]","[443, 154, 50]"
757,78.77222222222223,"[84.11275167785236, 79.43225806451613, 24.652173913043477]","[447, 155, 46]"
758,78.71666666666667,"[84.965625, 76.95870967741936, 22.56]","[448, 155, 45]"
759,78.92307692307692,"[84.62870159453303, 79.46832298136646, 27.072]","[439, 161, 50]"
760,78.71538461538462,"[84.90612244897959, 79.16666666666667, 19.072340425531916]","[441, 162, 47]"
761,78.98986175115208,"[85.30627802690583, 77.81806451612904, 26.28]","[446, 155, 50]"
762,79.04539877300614,"[84.15, 82.10506329113925, 18.821739130434786]","[448, 158, 46]"
763,78.53742331288343,"[84.41797752808989, 79.17735849056604, 21.9]","[445, 159, 48]"
764,78.51362940275651,"[84.39775280898877, 78.72452830188679, 24.39183673469388]","[445, 159, 49]"
765,78.69633027522936,"[83.9706013363029, 80.7923076923077, 23.69387755102041]","[449, 156, 49]"
766,78.47339449541285,"[84.09033707865169, 79.26585365853659, 20.04]","[445, 164, 45]"
767,78.57713414634146,"[83.50897155361051, 81.12, 24.79591836734694]","[457, 150, 49]"
768,78.55068493150685,"[83.35903083700441, 81.45290322580645, 23.7]","[454, 155, 48]"
769,78.64741641337386,"[83.64052863436123, 81.58101265822785, 19.291304347826088]","[454, 158, 46]"
770,78.9268588770865,"[83.46315789473685, 82.36433121019108, 22.22608695652174]","[456, 157, 46]"
771,78.85584218512899,"[83.42505494505494, 82.2825, 19.145454545454548]","[455, 160, 44]"
772,78.93818181818182,"[83.40665188470066, 82.24024390243902, 22.12]","[451, 164, 45]"
773,78.90634441087614,"[83.38026315789473, 82.41019108280254, 26.044897959183675]","[456, 157, 49]"
774,78.93122171945701,"[84.25827814569537, 79.33333333333334, 27.3]","[453, 162, 48]"
775,79.07511312217194,"[83.96778523489932, 81.10650887573965, 25.238297872340425]","[447, 169, 47]"
776,78.89592760180996,"[83.99868131868132, 81.19125000000001, 22.875]","[455, 160, 48]"
777,78.90407239819004,"[84.38336980306346, 80.64705882352942, 26.626415094339624]","[457, 153, 53]"
778,79.1539156626506,"[84.52894736842106, 80.76075949367089, 25.056]","[456, 158, 50]"
779,79.15945945945947,"[84.184, 82.74478527607363, 25.471698113207548]","[450, 163, 53]"
780,79.16221889055473,"[84.4287610619469, 82.68679245283019, 26.646428571428572]","[452, 159, 56]"
781,79.36437125748503,"[85.30728476821193, 79.27777777777777, 28.833962264150944]","[453, 162, 53]"
782,79.51701492537313,"[85.31208791208792, 81.4275, 26.01818181818182]","[455, 160, 55]"
783,79.25089285714286,"[84.58417582417583, 83.01111111111112, 24.054545454545455]","[455, 162, 55]"
784,79.35267857142858,"[84.81630901287554, 81.35064935064936, 24.473076923076924]","[466, 154, 52]"
785,79.09821428571429,"[83.92452025586354, 82.23396226415095, 16.322727272727274]","[469, 159, 44]"
786,78.99940564635958,"[83.65161290322581, 81.91677018633541, 22.97872340425532]","[465, 161, 47]"
787,79.07466666666667,"[84.3450643776824, 80.15487804878049, 20.560000000000002]","[466, 164, 45]"
788,78.86233382570163,"[83.74615384615386, 81.36666666666666, 21.6]","[468, 162, 47]"
789,78.75598227474151,"[83.77594936708861, 80.33503184713376, 21.63913043478261]","[474, 157, 46]"
790,78.95539143279173,"[83.82100840336135, 81.12857142857143, 22.557446808510637]","[476, 154, 47]"
791,79.21590574374079,"[84.70862068965518, 81.04363636363637, 22.212]","[464, 165, 50]"
792,79.44845814977974,"[85.24968152866242, 81.35064935064936, 25.425]","[471, 154, 56]"
793,79.6592375366569,"[85.60769230769232, 79.54233128834356, 25.44705882352941]","[468, 163, 51]"
794,79.18680351906158,"[85.04507658643325, 81.0639053254438, 25.714285714285715]","[457, 169, 56]"
795,79.09721815519767,"[84.36336206896551, 80.97869822485207, 23.868]","[464, 169, 50]"
796,79.07649635036496,"[84.60751565762004, 80.17548387096774, 23.788235294117648]","[479, 155, 51]"
797,79.51007299270073,"[84.52307692307691, 82.1317365269461, 23.832]","[468, 167, 50]"
798,79.63556851311954,"[84.9483870967742, 81.04285714285714, 28.562264150943395]","[465, 168, 53]"
799,79.77117903930132,"[85.23758099352052, 81.48139534883721, 25.442307692307693]","[463, 172, 52]"
800,79.6585152838428,"[84.9379746835443, 81.49693251533742, 23.616]","[474, 163, 50]"
801,79.77391304347827,"[84.8620253164557, 81.64363636363638, 26.435294117647057]","[474, 165, 51]"
802,79.79652677279306,"[84.77579617834395, 82.77844311377245, 26.150943396226417]","[471, 167, 53]"
803,79.66888567293778,"[84.13548387096775, 85.01379310344828, 21.842307692307692]","[465, 174, 52]"
804,79.76445086705202,"[84.403426124197, 85.46707317073171, 28.918032786885245]","[467, 164, 61]"
805,79.5407514450867,"[85.73333333333333, 80.28202247191011, 25.46181818181818]","[459, 178, 55]"
806,79.2,"[84.6757894736842, 80.83058823529412, 20.461224489795917]","[475, 170, 49]"
807,79.39655172413794,"[84.58872651356994, 83.84096385542169, 16.16470588235294]","[479, 166, 51]"
808,79.12758620689655,"[84.66375000000001, 82.53658536585365, 17.273076923076925]","[480, 164, 52]"
809,79.1974212034384,"[85.38343949044587, 80.64624277456647, 20.6]","[471, 173, 54]"
810,79.28510028653295,"[83.7975, 85.83272727272728, 18.033962264150944]","[480, 165, 53]"
811,79.61459227467812,"[85.02420382165606, 83.04971098265897, 22.483636363636364]","[471, 173, 55]"
812,79.56824034334764,"[84.91320754716982, 83.03855421686748, 23.75357142857143]","[477, 166, 56]"
813,79.94208273894436,"[85.46974789915967, 83.1103448275862, 17.541176470588233]","[476, 174, 51]"
814,79.83333333333334,"[85.42468619246863, 83.31736526946108, 22.736842105263158]","[478, 167, 57]"
815,79.92613636363637,"[85.3425, 83.85443786982248, 20.585454545454546]","[480, 169, 55]"
816,80.04886363636363,"[85.40625, 83.2764705882353, 22.266666666666666]","[480, 170, 54]"
817,80.16883852691218,"[85.29811320754717, 84.62057142857144, 20.433333333333334]","[477, 175, 54]"
818,80.643059490085,"[85.47375, 86.10177514792899, 23.778947368421054]","[480, 169, 57]"
819,80.46458923512748,"[85.81377870563675, 85.23771428571429, 15.126923076923076]","[479, 175, 52]"
820,80.23875530410184,"[85.24948453608248, 86.20481927710844, 19.15714285714286]","[485, 166, 56]"
821,80.71057827926657,"[86.62546972860126, 83.9028901734104, 21.315789473684212]","[479, 173, 57]"
822,80.5150916784203,"[85.98461538461538, 84.83048780487805, 28.35]","[481, 164, 64]"
823,80.55825105782793,"[86.40761099365751, 86.41046511627907, 21.6]","[473, 172, 64]"
824,80.68563380281691,"[87.09056603773585, 83.71616766467066, 26.727272727272727]","[477, 167, 66]"
825,80.74683544303798,"[86.9025, 83.84651162790698, 21.630508474576274]","[480, 172, 59]"
826,80.52724719101124,"[86.2910229645094, 83.85942857142857, 22.87241379310345]","[479, 175, 58]"
827,80.41430575035064,"[86.59164926931106, 83.07857142857144, 28.8]","[479, 168, 66]"
828,80.20729312762973,"[85.97319587628866, 84.84939759036145, 22.674193548387098]","[485, 166, 62]"
829,80.29411764705883,"[86.28123711340207, 84.38698224852071, 20.37]","[485, 169, 60]"
830,80.30924369747899,"[85.785, 85.33636363636363, 19.73793103448276]","[480, 176, 58]"
831,80.18319327731093,"[85.78020618556701, 85.71578947368423, 17.06896551724138]","[485, 171, 58]"
832,80.17678321678322,"[85.85702479338843, 85.34736842105264, 19.62]","[484, 171, 60]"
833,80.218156424581,"[85.7175, 86.30414201183432, 25.46865671641791]","[480, 169, 67]"
834,80.00949720670391,"[86.34432989690721, 84.72000000000001, 21.68181818181818]","[485, 165, 66]"
835,80.03966480446928,"[86.77317073170732, 83.65882352941178, 25.580281690140843]","[492, 153, 71]"
836,80.41004184100419,"[87.47551867219917, 83.12142857142858, 22.782089552238805]","[482, 168, 67]"
837,79.99721448467967,"[87.23924050632912, 85.01931818181819, 16.517647058823528]","[474, 176, 68]"
838,79.863421418637,"[87.66150627615063, 82.06941176470589, 22.08169014084507]","[478, 170, 71]"
839,79.8884561891516,"[86.9025, 84.16300578034682, 17.672727272727272]","[480, 173, 66]"
840,80.08127600554785,"[87.9, 82.29940828402367, 16.827272727272728]","[486, 169, 66]"
841,80.2182572614108,"[87.40327868852458, 84.60000000000001, 17.894117647058824]","[488, 167, 68]"
842,80.2356846473029,"[87.29246861924686, 85.00909090909092, 19.17391304347826]","[478, 176, 69]"
843,80.16942148760332,"[87.47394957983194, 86.23542857142857, 19.656]","[476, 175, 75]"
844,80.18541953232463,"[87.5789256198347, 84.56860465116279, 19.166197183098593]","[484, 172, 71]"
845,79.80907840440165,"[87.23278008298755, 83.65054945054946, 11.914285714285715]","[482, 182, 63]"
846,79.80907840440165,"[86.76, 86.07058823529412, 15.05217391304348]","[505, 153, 69]"
847,80.09876543209877,"[87.3648, 83.93742331288344, 15.572727272727274]","[500, 163, 66]"
848,79.78358413132695,"[87.12, 84.05393258426967, 16.279411764705884]","[485, 178, 68]"
849,79.81307901907357,"[86.33742331288344, 86.52631578947368, 21.186486486486487]","[489, 171, 74]"
850,79.81141304347825,"[86.4404081632653, 85.95517241379311, 19.85]","[490, 174, 72]"
851,79.71114130434783,"[86.7195918367347, 85.58742857142857, 16.859154929577468]","[490, 175, 71]"
852,79.82035278154682,"[86.9574898785425, 85.17225433526012, 16.225714285714286]","[494, 173, 70]"
853,79.74146341463415,"[86.44390243902438, 86.42068965517241, 17.8]","[492, 174, 72]"
854,79.68891891891892,"[86.41102040816327, 85.46966292134832, 19.65]","[490, 178, 72]"
855,79.59838056680162,"[86.57211155378486, 85.51071428571429, 16.301408450704226]","[502, 168, 71]"
856,79.77173620457604,"[87.07768924302789, 84.81176470588235, 16.047887323943662]","[502, 170, 71]"
857,79.83629032258064,"[86.65411764705883, 85.43926380368099, 18.0]","[510, 163, 71]"
858,79.77426273458445,"[86.7, 85.74269662921348, 15.325714285714286]","[498, 178, 70]"
859,79.95320855614975,"[87.26600397614314, 85.27636363636364, 22.995]","[503, 165, 80]"
860,79.99893048128342,"[86.82267206477734, 85.20662983425414, 20.90958904109589]","[494, 181, 73]"
861,80.05427807486632,"[87.06277665995977, 84.90167597765362, 19.625000000000004]","[497, 179, 72]"
862,79.76234979973299,"[86.6361829025845, 85.51046511627906, 19.678378378378376]","[503, 172, 74]"
863,79.7568,"[86.79797160243409, 85.96483516483516, 18.408]","[493, 182, 75]"
864,79.6344,"[87.12434607645875, 84.00331491712707, 16.95]","[497, 181, 72]"
865,79.45406125166444,"[86.6993987975952, 85.21714285714286, 19.402597402597404]","[499, 175, 77]"
866,79.52270916334662,"[86.3604, 86.53526011560693, 21.6225]","[500, 173, 80]"
867,79.7633952254642,"[87.45542168674699, 83.52, 20.46315789473684]","[498, 180, 76]"
868,79.74761904761905,"[87.16153846153846, 84.74516129032259, 19.326315789473686]","[494, 186, 76]"
869,79.6779392338177,"[86.7144578313253, 86.40994475138122, 19.130769230769232]","[498, 181, 78]"
870,79.61611624834875,"[86.57176938369783, 85.88135593220339, 19.776623376623377]","[503, 177, 77]"
871,79.399209486166,"[86.11228070175439, 85.90419161676647, 22.055696202531646]","[513, 167, 79]"
872,79.45308804204993,"[86.67609561752988, 83.89180327868853, 21.05526315789474]","[502, 183, 76]"
873,79.52168199737189,"[86.51272727272728, 85.1545945945946, 23.933333333333334]","[495, 185, 81]"
874,79.51181102362206,"[86.05069306930693, 86.94606741573034, 20.962025316455698]","[505, 178, 79]"
875,79.52,"[87.04743083003953, 84.52921348314608, 21.48888888888889]","[506, 178, 81]"
876,79.26579634464753,"[86.99879759519038, 83.36065573770492, 24.40714285714286]","[499, 183, 84]"
877,78.84046997389034,"[86.48622754491018, 83.11764705882354, 19.47692307692308]","[501, 187, 78]"
878,78.64380704041722,"[86.63928571428572, 82.13478260869566, 19.503797468354428]","[504, 184, 79]"
879,78.40650195058517,"[85.67782258064517, 84.69473684210527, 20.559036144578315]","[496, 190, 83]"
880,78.26727272727274,"[85.09027237354086, 85.36704545454546, 18.81]","[514, 176, 80]"
881,77.75766233766234,"[84.836750483559, 84.30171428571428, 16.153846153846153]","[517, 175, 78]"
882,77.79637305699482,"[85.482421875, 82.54285714285714, 16.26923076923077]","[512, 182, 78]"
883,77.3440414507772,"[84.75667311411992, 82.33, 14.280000000000001]","[517, 180, 75]"
884,76.9779792746114,"[83.22413793103448, 84.30837988826815, 12.574647887323943]","[522, 179, 71]"
885,76.83880983182407,"[83.39541108986616, 84.09767441860465, 16.86923076923077]","[523, 172, 78]"
886,77.0813953488372,"[84.3126923076923, 81.50561797752809, 17.242105263157896]","[520, 178, 76]"
887,77.21883870967741,"[84.13013435700576, 83.45730337078652, 15.228947368421053]","[521, 178, 76]"
888,77.54613402061855,"[84.60697674418604, 83.3225806451613, 13.791891891891892]","[516, 186, 74]"
889,77.23783783783783,"[84.15777351247601, 83.37362637362638, 13.427027027027028]","[521, 182, 74]"
890,77.1227214377407,"[84.44769230769231, 81.87096774193549, 12.846575342465753]","[520, 186, 73]"
891,76.83303457106274,"[84.56199616122841, 80.68864864864865, 13.632]","[521, 185, 75]"
892,76.8843989769821,"[84.51329479768786, 81.23867403314918, 18.98780487804878]","[519, 181, 82]"
893,76.90281329923275,"[84.17976653696499, 81.9047619047619, 17.58987341772152]","[514, 189, 79]"
